Artists,Name,Genre,Weekly.rank
Justin Bieber,No Pressure,"Rap,Canada,Pop",49
Justin Bieber,No Sense,"Rap,Canada,Pop",54
Justin Bieber,Nothing Like Us,"Canada,Pop",59
Justin Bieber,One Less Lonely Girl,"Canada,Pop",16
Justin Bieber,One Time,"Canada,Pop",17
Justin Bieber,PYD,"R&;B,Canada,Pop",54
Justin Bieber,Pray,"Canada,Pop",61
Justin Bieber,Recovery,"Canada,Pop",41
Justin Bieber,Right Here,"Canada,Rap,Pop",95
Justin Bieber,Roller Coaster,"R&;B,Canada,Pop",47
Justin Bieber,Somebody To Love,"R&;B,Canada,Pop",15
Justin Bieber,Sorry,"Canada,Tropical House,Electro-Pop,Electronic,Pop",1
Justin Bieber,That Should Be Me,"Canada,Pop",92
Justin Bieber,The Feeling,"Canada,Pop",31
Justin Bieber,Trust,"R&;B,Canada,Pop",98
Justin Bieber,U Smile,"Canada,Pop",27
Justin Bieber,What Do You Mean?,"Canada,Tropical House,Electro-Pop,Electronic,Pop",1
Justin Bieber + BloodPop,Friends,"Dance-Pop,Dance,Pop",20
Justin Moore,Backwoods,"Country,Rock",69
Justin Moore,Bait A Hook,"Country,Rock",63
Justin Moore,If Heaven Wasn't So Far Away,"Country,Rock",49
Justin Moore,Lettin' The Night Roll,"Rock,Country",49
Justin Moore,Point At You,"Country,Rock",53
Justin Moore,Small Town USA,"Country,Rock",44
Justin Moore,Somebody Else Will,Country,59
Justin Moore,The Ones That Didn't Make It Back Home,Country,93
Justin Moore,Til My Last Day,"Country,Rock",51
Justin Moore,You Look Like I Need A Drink,Country,79
Justin Timberlake,Can't Stop The Feeling!,"Screen,Pop,R&;B",1
Justin Timberlake,Cry Me A River,"R&;B,Pop",3
Justin Timberlake,Filthy,"Electro-Funk,Electronic,Funk,Pop",9
Justin Timberlake,Like I Love You,"Rap,R&;B,Pop",11
Justin Timberlake,Man Of The Woods,"Alternative Pop,Funk-Pop,Funk,Pop",73
Justin Timberlake,Mirrors,"R&;B,Pop",2
Justin Timberlake,My Love,"Rap,Electro-Pop,R&;B,Pop",1
Justin Timberlake,Not A Bad Thing,"R&;B,Pop",8
Justin Timberlake,Pusher Love Girl,Pop,64
Justin Timberlake,Rock Your Body,"R&;B,Pop",5
Justin Timberlake,Say Something,"Contemporary Folk,Experimental Folk,Experimental Pop,Electro-Pop,Americana,Pop,Country",9
Justin Timberlake,Senorita,"R&;B,Pop",27
Justin Timberlake,SexyBack,"Electro-Pop,R&;B,Pop",1
Justin Timberlake,Suit & Tie,"Rap,R&;B,Pop",3
Justin Timberlake,Supplies,"Trap,Electro-Pop,Electronic,Funk,Pop",71
Justin Timberlake,Take Back The Night,Pop,29
"Justin Timberlake, Matt Morris",Hallelujah,Pop,13
Juvenile,In My Life,Rap,46
Juvenile,Rodeo,Rap,41
Juvenile,Set It Off,Rap,65
Juvenile,Slow Motion,Rap,1
Juvenile,U Understand,Rap,83
"Juvenile, Wacko, Skip",Nolia Clap,Pop,31
K,Crazy,"Alternative Pop,Alternative R&;B,Adult Alternative,Alternative Rock,Adult Contemporary,Electronic,Neo Soul,Soul,Soul Pop,Pop,R&;B,Rock",11
K,Tell Me It's Real,"Neo Soul,Ballad,Soul,R&;B",2
K Camp,Comfortable,Rap,54
K'Jon,On The Ocean,Rap,96
K'Naan,Is Anybody Out There?,Rap,92
K'Naan,Wavin' Flag,"Football (Soccer),Rap",82
K. Michelle,Can't Raise A Man,R&;B,94
K. Michelle,V.S.O.P.,"R&;B,Rap",89
KCamp,Cut Her Off,Rap,49
KIDS SEE GHOSTS,4th Dimension,"Experimental,Rap",42
KIDS SEE GHOSTS,Cudi Montage,"Experimental,Rap",69
KIDS SEE GHOSTS,Feel The Love,"East Coast,Experimental,Rap",47
KIDS SEE GHOSTS,Fire,Rap,67
KIDS SEE GHOSTS,KIDS SEE GHOSTS,"Rap,Alternative",73
KIDS SEE GHOSTS,Reborn,"Rap,Alternative",39
KONGOS,Come With Me Now,"Rock,Alternative Rock",31
KT Tunstall,Black Horse & The Cherry Tree,"UK,Singer-Songwriter,Folk Rock,Adult Contemporary,Pop-Rock,Adult Alternative,Rock,Blue-Eyed Soul,Indie Rock",20
KT Tunstall,Suddenly I See,"Pop,Pop-Rock",21
KYLE,iSpy,"Pop,Trap,Rap",4
Kacey Musgraves,Follow Your Arrow,"Pop,Country",60
Kacey Musgraves,Merry Go 'round,Country,63
Kacey Musgraves,Rainbow,Country,98
Kaleo,Way Down We Go,"Alternative,Alternative Rock,Adult Alternative,Blues Rock,Rock",54
Kandi,Don't Think I'm Not,"Rap,Pop,R&;B",24
Kane Brown,Ain't No Stopping Us Now,Country,88
Kane Brown,Found You,Country,80
Kane Brown,Good As You,Country,36
Kane Brown,Heaven,Country,15
Kane Brown,Lose It,Country,28
Kane Brown,Used To Love You Sober,Country,82
Kane Brown,What Ifs,Country,26
Kanye West,All Day,"UK,Drill,Trap,Producer,Rap",15
Kanye West,All Falls Down,"Acoustic,R&;B,Hip-Hop,Producer,Rap",7
Kanye West,All Mine,"Experimental,Rap",11
Kanye West,All Of The Lights,"Pop,Producer,Rap",18
Kanye West,Amazing,"Pop,R&;B,Rap",81
Kanye West,Black Skinhead,"Punk Rock,Glam Rock,Rapcore,Rock,Producer,Rap,Industrial",69
Kanye West,Blood On The Leaves,"Fashion,Electronic,Trap,Experimental,Pop,Rap,Producer",89
Kanye West,Bound 2,"Hip-Hop,Soul,Screen,Rap,Producer",12
Kanye West,Can't Tell Me Nothing,"Producer,Rap",41
Kanye West,Diamonds From Sierra Leone,"Rap,Producer",43
Kanye West,FML,"Alternative R&;B,R&;B,Canada,Rap",84
Kanye West,Fade,"West Coast,Deep House,Electro-Hop,Electronic,House,Pop,Producer,Rap",47
Kanye West,Famous,"Producer,Beef,Pop,Rap",34
Kanye West,Feedback,"Industrial,Experimental,Producer,Rap",99
Kanye West,Flashing Lights,"Hip-Hop,Rap",29
Kanye West,Ghost Town,"Canada,Alternative Rock,Experimental,Rap",16
Kanye West,Gold Digger,"Hip-Hop,Rap,Producer",1
Kanye West,Gone,"Rap,Producer",18
Kanye West,Good Life,"Producer,Rap",7
Kanye West,Heard 'Em Say,"Soul Pop,Hip-Hop,Piano,Rap,Producer",26
Kanye West,Heartless,"Synth-Pop,R&;B,Rap",2
Kanye West,Homecoming,"Hip-Hop,Piano,Rap",69
Kanye West,I Thought About Killing You,"Experimental,Rap",28
Kanye West,Jesus Walks,"Gospel,Conscious Hip-Hop,Christian,Rap",11
Kanye West,Love Lockdown,"Alternative R&;B,R&;B,Electro-Pop,Pop,Producer",3
Kanye West,Monster,"Hip-Hop,Posse Cut,Horrorcore,Screen,Producer,Memes,Rap",18
Kanye West,New Slaves,"Experimental,Electronic,Industrial,Producer,Rap",56
Kanye West,No Mistakes,"Hip-Hop,Rap",36
Kanye West,Only One,"Screen,Soul,Pop,Producer,R&;B",35
Kanye West,POWER,"Producer,Pop,Rap",22
Kanye West,Pt. 2,"Experimental,Trap,Rap",54
Kanye West,Real Friends,"West Coast,Rap",92
Kanye West,Runaway,"Producer,Rap",12
Kanye West,See You In My Nightmares,"Pop,R&;B,Rap",21
Kanye West,Stronger,"Hip-Hop,France,Pop,Electro-Hop,Electronic,House,Producer,Rap",1
Kanye West,Through The Wire,"Rap,Producer",15
Kanye West,Touch The Sky,"Rap,Producer",42
Kanye West,Ultralight Beam,"Hip-Hop,Gospel,Christian,Rap",67
Kanye West,Violent Crimes,Rap,27
Kanye West,Waves,"DMV,Gospel,R&;B,Trap,Rap",71
Kanye West,Wouldn't Leave,Rap,24
Kanye West,Yikes,"Experimental,Trap,Rap",8
Kanye West Jay Z,H*A*M,"East Coast,Orchestral,Trap,Rap",23
"Kanye West, Big Sean, Pusha T, 2 Chainz",Mercy,"Trap,Hip-Hop,Memes,Producer,Rap",13
"Kanye West, Jay",Clique,"East Coast,Producer,Rap",12
"Kanye West, Lil Pump",I Love It,"Hip-Hop,Memes,Rap",6
"Kanye West, R. Kelly",To The World,Rap,70
Kardinal Offishall,Dangerous,Rap,5
Karmin,Acapella,"Pop,Rap",72
Karmin,Brokenhearted,"Pop,Rap",16
Karmin,Hello,"Pop,R&;B,Rap",62
Kart,Lark On My Go,Rap,95
Kaskade,Lessons In Love,Pop,94
Kat DeLuna,Whine Up,"R&;B,Dancehall,Pop",29
Kate Voegele,Hallelujah,Pop,68
Kate Voegele,Kindly Unspoken,Pop,98
Katharine McPhee,My Destiny,Pop,60
Katharine McPhee,Over It,Pop,29
Katharine McPhee,Somewhere Over The Rainbow,Pop,12
Katy Perry,Birthday,"Disco,Pop",17
Katy Perry,Bon Appetit,"Dance-Pop,Memes,Trap,Rap,Pop",59
Katy Perry,California Gurls,"Dance-Pop,Funk-Pop,Disco,Pop",1
Katy Perry,Chained To The Rhythm,"Disco,Dancehall,Pop",4
Katy Perry,Circle The Drain,"Gothic Rock,Pop",58
Katy Perry,Cozy Little Christmas,"Christmas,Holiday,Pop",53
Katy Perry,Dark Horse,"Trap,Rap,Producer,Pop",1
Katy Perry,E.T.,"Remix,Hip-Hop,Electronic,Rap,Pop",1
Katy Perry,Firework,"Adult Contemporary,Dance-Pop,Rock,Pop",1
Katy Perry,Hot N Cold,"Pop-Rock,Dance-Pop,Pop",3
Katy Perry,I Kissed A Girl,"Rock,Pop-Rock,Dance-Pop,Pop",1
Katy Perry,Last Friday Night,"Dance-Pop,Pop",1
Katy Perry,Never Really Over,"Electro-Pop,Synth-Pop,Pop",15
Katy Perry,Not Like The Movies,"Dance-Pop,Pop",53
Katy Perry,Part Of Me,"Power Pop,Dance-Pop,Pop",1
Katy Perry,Rise,"Electronic,Pop",11
Katy Perry,Roar,Pop,1
Katy Perry,Swish Swish,"Electro-Hop,Beef,Rap,Deep House,House,Pop",46
Katy Perry,Teenage Dream,"Bubblegum Pop,Teen Pop,Dance-Pop,Power Pop,Electro-Pop,Pop",1
Katy Perry,The One That Got Away,"Bubblegum Pop,Dance-Pop,Pop",3
Katy Perry,Thinking Of You,"Pop-Rock,Pop",29
Katy Perry,This Is How We Do,"Dance-Pop,Pop",24
Katy Perry,Unconditionally,Pop,14
Katy Perry,Waking Up In Vegas,"Pop-Rock,Power Pop,Pop",9
Katy Perry,Walking On Air,Pop,34
Katy Perry,Wide Awake,"Dance-Pop,Pop",2
Katy Tiz,The Big Bang,Pop,100
Ke$ha,Blah Blah Blah,"Electro-Pop,Dance-Pop,Rap,Pop",7
Ke$ha,Blow,"Electro-Pop,Pop",7
Ke$ha,C'mon,Pop,27
Ke$ha,Cannibal,"Electro,Pop",77
Ke$ha,Crazy Beautiful Life,Pop,93
Ke$ha,Die Young,Rap,2
Ke$ha,Take It Off,"Electronic Pop,Electronic,Electro,Dance-Pop,Electro-Pop,Pop",8
Ke$ha,TiK ToK,Pop,1
Ke$ha,We R Who We R,Pop,1
Ke$ha,Your Love Is My Drug,"Electro-Pop,Dance-Pop,Pop",4
Ke$ha,fuck Him He's A DJ,"Electro-Pop,Dance-Pop,Hi-Nrg,Pop",97
KeKe Wyatt,Nothing In This World,R&;B,27
Keane,Is It Any Wonder?,"Protest Songs,Adult Alternative,Alternative Rock,UK,Pop,Rock",78
Keane,Somewhere Only We Know,"Alternative,Ballad,Adult Contemporary,Adult Alternative,Piano,Pop-Rock,Alternative Rock,UK,Rock",50
Kehlani,CRZY,R&;B,85
Kehlani,Distraction,R&;B,85
Kehlani,Gangsta,R&;B,41
Kehlani,Nights Like This,"West Coast,R&;B",67
Keith Anderson,Every Time I Hear Your Name,Pop,64
Keith Anderson,I Still Miss You,Country,48
Keith Anderson,Pickin' Wildflowers,"Rock,Country",64
Keith Urban,Better Life,Country,44
Keith Urban,Blue Ain't Your Color,Country,24
Keith Urban,Break On Me.,Country,54
Keith Urban,But For The Grace Of God,Country,37
Keith Urban,Coming Home,"Alternative Country,Electro-Pop,Electronic,Pop,Country",50
Keith Urban,Cop Car,Country,41
Keith Urban,Days Go By,Country,31
Keith Urban,Everybody,Country,64
Keith Urban,Female,"Australia,Country",69
Keith Urban,For You,"Country,News",55
Keith Urban,I Told You So,"Country,Rock",48
Keith Urban,I'm In,"Country,Rock",60
Keith Urban,"John Cougar, John Deere, John 3:16",Country,40
Keith Urban,Kiss A Girl,"Country,Rock",16
Keith Urban,Little Bit Of Everything,"Country,Rock",33
Keith Urban,Long Hot Summer,Country,45
Keith Urban,Making Memories Of Us,Country,34
Keith Urban,Once In A Lifetime,Country,31
Keith Urban,Only You Can Love Me This Way,"Ballad,Country,Rock",34
Keith Urban,Put You In A Song,"Country,Rock",53
Keith Urban,Raining On Sunday,Country,38
Keith Urban,Raise 'Em Up,Country,56
Keith Urban,Somebody Like You,Country,23
Keith Urban,Somewhere In My Car,"Country,Rock",49
Keith Urban,Stupid Boy,Country,43
Keith Urban,Sweet Thing,"Country,Rock",30
Keith Urban,The Fighter,"Pop Country,Country",38
Keith Urban,Tonight I Wanna Cry,Country,36
Keith Urban,Wasted Time,Country,51
Keith Urban,Where The Blacktop Ends,Country,35
Keith Urban,Who Wouldn't Wanna Be Me,Country,30
Keith Urban,Without You,"Country,Rock",52
Keith Urban,You Gonna Fly,"Country,Rock",54
Keith Urban,You Look Good In My Shirt,Country,44
Keith Urban,You'll Think Of Me,Country,24
Keith Urban,You're My Better Half,Country,33
Keith Urban,Your Everything,Country,51
Kelis,Bossy,Rap,16
Kelis,Caught Out There,"Electronic,Pop,R&;B,Rap",54
Kelis,Milkshake,"Screen,Soundtrack,Dance,Pop,R&;B",3
Kellie Coffey,When You Lie Next To Me,Pop,54
Kellie Pickler,Best Days Of Your Life,"Country,Rock",46
Kellie Pickler,Didn't You Know How Much I Loved You,"Country,Rock",97
Kellie Pickler,I Wonder,"Country,Rock",75
Kellie Pickler,Red High Heels,"Country,Rock",64
Kellie Pickler,Things That Never Cross A Man's Mind,"Country,Rock",96
Kelly Clarkson,A Moment Like This,"American Idol,Ballad,Pop",1
Kelly Clarkson,All I Ever Wanted,"Pop-Rock,Pop",96
Kelly Clarkson,Already Gone,"R&;B,Pop",13
Kelly Clarkson,Because Of You,"Pop-Rock,Ballad,Pop",7
Kelly Clarkson,Behind These Hazel Eyes,"Pop-Rock,Pop,Rock",6
Kelly Clarkson,Breakaway,"Screen,Pop-Rock,Soundtrack,Pop,Rock",6
Kelly Clarkson,Catch My Breath,Pop,19
Kelly Clarkson,Dark Side,"Synth-Pop,Pop,Rock",42
Kelly Clarkson,Don't Rush,"Pop,Country",87
Kelly Clarkson,Heartbeat Song,Pop,21
Kelly Clarkson,I Do Not Hook Up,"Pop,Pop-Rock,Power Pop",20
Kelly Clarkson,I'll Be Home For Christmas,"Christmas,Pop",93
Kelly Clarkson,Love So Soft,"Soul,R&;B,Trap",47
Kelly Clarkson,Low,"Rock,Pop-Rock,Pop",58
Kelly Clarkson,Miss Independent,"R&;B,Pop-Rock,Pop,Rock",9
Kelly Clarkson,Mr. Know It All,Pop,10
Kelly Clarkson,My Life Would Suck Without You,"Pop-Rock,Pop",1
Kelly Clarkson,Never Again,"Glam Rock,Pop,Rock",8
Kelly Clarkson,People Like Us,"Electro-Pop,Dance-Pop,Power Pop,Pop",65
Kelly Clarkson,Piece By Piece,"Electro-Pop,Orchestral,Pop",8
Kelly Clarkson,Since U Been Gone,"Pop-Rock,Pop,Rock",2
Kelly Clarkson,Underneath The Tree,"Christmas,Pop",44
Kelly Clarkson,Walk Away,"Pop-Rock,Pop,Rock",12
Kelly Price,As We Lay,Pop,64
Kelly Price,You Should've Told Me,R&;B,64
Kelly Rowland,Can't Nobody,"R&;B,Rock",97
Kelly Rowland,Ice,"Rap,R&;B",88
Kelly Rowland,Kisses Down Low,"Cloud Rap,Pop,R&;B,Rock",72
Kelly Rowland,Like This,"R&;B,Rock",30
Kelly Rowland,Motivation,"R&;B,Rap",17
Kelly Rowland,Stole,"R&;B,Rock",27
Kelsea Ballerini,Dibs,Country,58
Kelsea Ballerini,Legends,Country,68
Kelsea Ballerini,Love Me Like You Mean It,"Pop,Country",45
Kelsea Ballerini,Miss Me More,Country,47
Kelsea Ballerini,Peter Pan,Country,35
Kelsea Ballerini,Yeah Boy,Country,65
Kem,I Can't Stop Loving You,Pop,84
Kendrick Lamar,Alright,"Hip-Hop,Pop,Politics,Screen,Producer,Post-Bop,Christian,Conscious Hip-Hop,Trap,West Coast,Rap",81
Kendrick Lamar,"Bitch, Don't Kill My Vibe","Conscious Hip-Hop,West Coast,Producer,Rap",32
Kendrick Lamar,Black Panther,"Marvel,Soundtrack,West Coast,Rap",91
Kendrick Lamar,Blood.,"Electro-Hop,Electro-Pop,Rap,Pop",54
Kendrick Lamar,DNA.,"Politics,Producer,News,Conscious Hip-Hop,Trap,West Coast,Rap",4
Kendrick Lamar,Duckworth.,"G-Funk,Gangsta Rap,Conscious Hip-Hop,Producer,Pop,West Coast,Rap",63
Kendrick Lamar,Element.,"Producer,Conscious Hip-Hop,Pop,R&;B,Trap,West Coast,Rap",16
Kendrick Lamar,Fear.,"Gospel,Pop,Producer,Conscious Hip-Hop,Christian,West Coast,Rap",50
Kendrick Lamar,Feel.,"Producer,Pop,Conscious Hip-Hop,Bossa Nova,West Coast,Rap",35
Kendrick Lamar,God.,"Gospel,Conscious Hip-Hop,Pop,Christian,Trap,West Coast,Rap",58
Kendrick Lamar,Humble.,"Hip-Hop,Producer,Conscious Hip-Hop,Pop,Trap,West Coast,Rap",1
Kendrick Lamar,Institutionalized,"Producer,East Coast,Conscious Hip-Hop,West Coast,Rap",99
Kendrick Lamar,King Kunta,"Producer,Funk,Funk Rock,G-Funk,Rap,West Coast",58
Kendrick Lamar,Love.,"Producer,Ballad,Conscious Hip-Hop,Pop,R&;B,West Coast,Rap",11
Kendrick Lamar,Loyalty.,"Pop,Producer,Conscious Hip-Hop,R&;B,Trap,West Coast,Rap",14
Kendrick Lamar,Lust.,"News,Politics,Pop,Producer,Conscious Hip-Hop,Boom Bap,West Coast,Rap",42
Kendrick Lamar,Poetic Justice,"Conscious Hip-Hop,West Coast,Rap",26
Kendrick Lamar,Pride.,"Ballad,Producer,Conscious Hip-Hop,Pop,R&;B,Alternative,Alternative Rock,Lo-Fi,West Coast,Rap",37
Kendrick Lamar,Swimming Pools,"Pop,Conscious Hip-Hop,Memes,West Coast,Rap,Producer",17
Kendrick Lamar,The Blacker The Berry,"Conscious Hip-Hop,Politics,Producer,West Coast,Rap",66
Kendrick Lamar,The Heart Part 4,"Trap,Neo Soul,Beef,West Coast,Rap",22
Kendrick Lamar,These Walls,"Screen,Producer,R&;B,East Coast,Soul,Neo Soul,Funk,Jazz-Funk,Jazz Fusion,Conscious Hip-Hop,West Coast,Rap",94
Kendrick Lamar,Wesley's Theory,"Jazz-Funk,Jazz Fusion,Soul,P-Funk,Gangsta Rap,Conscious Hip-Hop,Producer,Funk,G-Funk,West Coast,Rap",91
Kendrick Lamar,XXX.,"Conscious Hip-Hop,Boom Bap,Pop,West Coast,Rap",33
Kendrick Lamar,Yah.,"Producer,Conscious Hip-Hop,Pop,R&;B,Trip-Hop,West Coast,Rap",32
Kendrick Lamar,m.A.A.d City,"Trap,Hip-Hop,Gangsta Rap,Conscious Hip-Hop,G-Funk,Memes,West Coast,Producer,Rap",75
"Kendrick Lamar, SZA",All The Stars,"Pop,Soundtrack,R&;B,Rap",7
"Kendrick Lamar, Travis Scott",Big Shot,"Marvel,Soundtrack,Rap",71
Kenny Chesney,A Lot Of Things Different,"Country,Rock",55
Kenny Chesney,Ain't Back Yet,"Country,Rock",50
Kenny Chesney,All The Pretty Girls,Country,63
Kenny Chesney,American Kids,"Country,Rock",23
Kenny Chesney,Anything But Mine,"Country,Rock",48
Kenny Chesney,Bar At The End Of The World,Country,92
Kenny Chesney,Beer In Mexico,"Country,Rock",61
Kenny Chesney,Better As A Memory,"Country,Rock",46
Kenny Chesney,Big Star,"Country,Rock",28
Kenny Chesney,Come Over,"Country,Rock",23
Kenny Chesney,Don't Blink,"Country,Rock",29
Kenny Chesney,Don't Happen Twice,"Country,Rock",26
Kenny Chesney,El Cerrito Place,"Country,Rock",72
Kenny Chesney,Get Along,Country,22
Kenny Chesney,I Go Back,"Country,Rock",32
Kenny Chesney,I Lost It,Country,34
Kenny Chesney,Keg In The Closet,Country,64
Kenny Chesney,Live A Little,"Country,Rock",61
Kenny Chesney,Living In Fast Forward,"Country,Rock",48
Kenny Chesney,Never Wanted Nothing More,"Country,Rock",22
Kenny Chesney,"No Shoes, No Shirt, No Problems","Country,Rock",28
Kenny Chesney,Noise,Country,72
Kenny Chesney,Out Last Night,"Country,Rock",16
Kenny Chesney,Pirate Flag,"Country,Rock",46
Kenny Chesney,Reality,"Country,Rock",62
Kenny Chesney,Save It For A Rainy Day,Country,54
Kenny Chesney,Setting The World On Fire,Country,29
Kenny Chesney,She Thinks My Tractor's Sexy,"Country,Rock",74
Kenny Chesney,Somewhere With You,"Country,Rock",31
Kenny Chesney,Summertime,"Country,Rock",34
Kenny Chesney,The Good Stuff,"Country,Rock",22
Kenny Chesney,The Woman With You,"Country,Rock",33
Kenny Chesney,There Goes My Life,"Country,Rock",29
Kenny Chesney,Til It's Gone,Country,60
Kenny Chesney,What I Need To Do,"Country,Rock",56
Kenny Chesney,When I See This Bar,"Country,Rock",84
Kenny Chesney,Who You'd Be Today,"Country,Rock",37
Kenny Chesney,You And Tequila,"Country,Rock",33
Kenny Chesney,You Had Me From Hello,"Country,Rock",34
Kenny Chesney,You Save Me,"Country,Rock",41
Kenny Chesney,Young,"Country,Rock",35
Kenny Chesney With Grace Potter,Wild Child,Country,56
Kenny Chesney With Mac McAnally,Down The Road,"Country,Rock",47
"Kenny Chesney, Tim McGraw",Feel Like A Rock Star,"Country,Rock",40
"Kenny Chesney, Uncle Kracker",When The Sun Goes Down,"Country,News",26
Kenny G,Auld Lang Syne,Pop,7
Kenny Rogers,I Can't Unlove You,Pop,93
"Kenny Rogers With Alison Krauss, Billy Dean",Buy Me A Rose,"Country,Rock",40
Kent Jones,Don't Mind,Rap,8
Keri Hilson,Energy,R&;B,78
Keri Hilson,Knock You Down,"Pop,R&;B,Rap",3
Keri Hilson,Pretty Girl Rock,"R&;B,Rap",24
Keri Hilson,Turnin Me On,"Pop,R&;B,Rap",15
Kesha,Learn To Let Go,"Pop,Pop-Rock,Alternative Dance",97
Kesha,Praying,"Adult Contemporary,Piano,Soul Pop,Soul,Ballad,Power Pop,Alternative Pop,Pop",22
Kesha,Woman,"Pop Country,Funk,Blues,Pop,Rock",96
Kevin Denney,That's Just Jessie,Pop,76
Kevin Gates,2 Phones,"Memes,Trap,Rap",17
Kevin Gates,Change Lanes,Rap,68
Kevin Gates,I Don't Get Tired,"R&;B,Rap",90
Kevin Gates,Jam,"R&;B,Rap",97
Kevin Gates,Let It Sing,Rap,82
Kevin Gates,Really Really,Rap,46
Kevin Lyttle,Turn Me On,Pop,4
Kevin Rudolf,Let It Rock,"Rap Rock,Hip-Hop,Pop-Rock,Electronic Rock,Pop,Alternative Rock,Rock,Rap",5
Kevon Edmonds,24/7,Pop,10
Keyshia Cole,Enough Of No Love,"R&;B,Rap",84
Keyshia Cole,Heaven Sent,"R&;B,Rap",28
Keyshia Cole,I Changed My Mind,"R&;B,Rap",71
Keyshia Cole,I Remember,"R&;B,Rap",24
Keyshia Cole,I Should Have Cheated,"R&;B,Rap",30
Keyshia Cole,Let It Go,"Soul Pop,R&;B,Rap",7
Keyshia Cole,Love,"Ballad,Soul,Neo Soul,Soul Pop,R&;B",19
Keyshia Cole,Playa Cardz Right,"R&;B,Rap",63
Keyshia Cole,You Complete Me,Pop,62
Khalid,Bad Luck,Pop,87
Khalid,Better,"Electro-Pop,Pop,R&;B",8
Khalid,Location,R&;B,16
Khalid,My Bad,R&;B,55
Khalid,Right Back,Pop,93
Khalid,Suncity,"Dance-Pop,Pop,En Espa\xc3\xb1ol,R&;B",88
Khalid,Talk,"Synth-Pop,Pop",3
Khalid,Vertigo,R&;B,89
Khalid,Young Dumb & Broke,"Hip-Hop,Trap,Pop,R&;B",18
"Khalid, Kane Brown",Saturday Nights,"Remix,Country,R&;B,Pop",57
"Khalid, Normani",Love Lies,"Soundtrack,R&;B",9
"Khalid, SAFE",Don't Pretend,"R&;B,Pop",84
"Khalid, Swae Lee",The Ways,"Rap,R&;B,Soundtrack",63
"Khalid, Ty Dolla $ign, 6LACK",OTW,"Electro-Pop,Pop,Soul,West Coast,R&;B",57
Kid Cudi,Erase Me,"R&;B,Rock,Rap",22
Kid Cudi,Just What I Am,Rap,74
Kid Cudi,King Wizard,Rap,91
Kid Cudi,Make Her Say,Rap,43
Kid Cudi,Marijuana,"R&;B,Rap",54
Kid Cudi,Mr. Rager,"R&;B,Rap",77
Kid Cudi,Pursuit Of Happiness,"Conscious Hip-Hop,Chill,Neo-Psychedelia,R&;B,Rap",59
Kid Cudi,Scott Mescudi Vs. The World,"R&;B,Rap",92
Kid Ink,Be Real,Rap,43
Kid Ink,Body Language,"R&;B,Rap",72
Kid Ink,Hotel,"R&;B,Rap",96
Kid Ink,Main Chick,Rap,60
Kid Ink,Promise,Rap,57
Kid Ink,Show Me,"DMV,West Coast,R&;B,Rap",13
"Kid Ink, Tyga, Wale, YG, Rich Homie Quan",Ride Out,Rap,70
Kid Rock,All Summer Long,"Country,Rock",23
Kid Rock,Cowboy,"Rap,Country Rap,Country,Rock",82
Kid Rock,First Kiss,Rock,66
Kid Rock,Only God Knows Why,"Country,Rock",19
Kid Rock,Picture,"Adult Contemporary,Ballad,Pop Country,Pop-Rock,Producer,Singer-Songwriter,Country,Rock",4
Kiesza,Hideaway,"Electronic,Pop,Deep House",51
Kiiara,Gold,"Glitch,Electro-Pop,Electronic,Pop",13
Kiley Dean,Make Me A Song,Rap,99
Killer Mike,A.D.I.D.A.S.,Rap,60
Kimberley Locke,8th World Wonder,Pop,49
Kings Of Leon,Notion,Rock,99
Kings Of Leon,Radioactive,Rock,37
Kings Of Leon,Sex On Fire,"Pop-Rock,Pop,Rock",56
Kings Of Leon,The End,Rock,82
Kings Of Leon,Use Somebody,"Pop-Rock,Pop,Rock",4
Kip Moore,Beer Money,Country,51
Kip Moore,Hey Pretty Girl,Country,41
Kip Moore,I'm To Blame,Country,100
Kip Moore,Last Shot,Country,53
Kip Moore,More Girls Like You,Country,66
Kip Moore,Somethin' 'Bout A Truck,"Country,Rock",29
Kirk Franklin,I Smile,"Gospel,Religion,Christian,R&;B,Pop",85
Kirk Franklin,Looking For You,Pop,61
Kirko Bangz,Drank In My Cup,"Producer,Rap",28
Kodak Black,Calling My Spirit,"Trap,Hip-Hop,R&;B,Rap",46
Kodak Black,Codeine Dreaming,"Trap,Rap",52
Kodak Black,Conscience,"Trap,Rap",93
Kodak Black,Everything 1K,Rap,84
Kodak Black,First Day Out,"Trap,Rap",61
Kodak Black,Gnarly,"Cloud Rap,Trap,Rap",88
Kodak Black,"If I'm Lyin, I'm Flyin","Trap,Rap",56
Kodak Black,MoshPit,"Trap,Rap",58
Kodak Black,No Flockin,"Trap,Rap",95
Kodak Black,Patty Cake,"Trap,Rap",76
Kodak Black,Roll In Peace,"Trap,Rap",31
Kodak Black,Take One,Rap,81
Kodak Black,Testimony,Rap,74
Kodak Black,Transportin',"Trap,Rap",46
Kodak Black,Tunnel Vision,"Producer,Trap,Rap",6
Kodak Black,ZEZE,"East Coast,Motown,Memes,Trap,Rap",2
Koffee Brown,After Party,Pop,44
Korn,Coming Undone,"Industrial Rock,Industrial Metal,Industrial,Nu-Metal,Rock",79
Korn,Did My Time,"Alternative Metal,Nu-Metal,Rock",38
Korn,Freak On A Leash,Pop,89
Korn,Here To Stay,"Metal,Hard Rock,Alternative Metal,Nu-Metal,Rock",72
