Artists,Name,Genre,Weekly.rank
Avant,Makin' Good Love,R&;B,27
Avant,My First Love,R&;B,26
Avant,Read Your Mind,R&;B,13
Avant,Separated,R&;B,23
Avant,When It Hurts,Pop,91
Avenged Sevenfold,Bat Country,"Metal,Hard Rock,Metalcore,Rock",60
Avenged Sevenfold,Hail To The King,Rock,83
Avenged Sevenfold,Nightmare,"Alternative Metal,Metal,Rock",51
Avenged Sevenfold,Not Ready To Die,"Rock,Metal,Progressive Metal,Melodic Metalcore,Alternative Metal,Heavy Metal",70
Aventura,Ella Y Yo,"Pop,Reggaeton,Bachata,Latin Music,En Espa\xc3\xb1ol",97
Aventura,Inmortal,"Dominican Republic,Latin Music,En Espa\xc3\xb1ol,Bachata,Pop",95
Avicii,Heaven,"Electro,EDM,Electro-Pop,Dance,Dance-Pop,Electronic,Scandipop,Scandinavia,Sverige,Pop",83
Avicii,Hey Brother,"Electro House,Pop,Dance",16
Avicii,Levels,"Pop,Electronic",60
Avicii,SOS,"Electro,Electronic,Electro-Pop,Dance-Pop,Dance,Scandipop,Scandinavia,West Coast,EDM,Sverige,Pop",68
Avicii,The Days,"EDM,House,Dance,Pop",78
Avicii,You Make Me,"Electro House,Pop,Dance",85
Avril Lavigne,Alice,"Canada,Rock",71
Avril Lavigne,Complicated,"Canada,Pop,Rock,Pop-Rock",2
Avril Lavigne,Don't Tell Me,"Pop,Alternative Rock,Post-Grunge,Canada,Rock",22
Avril Lavigne,Girlfriend,"Pop-Rock,Pop-Punk,Canada,Pop",1
Avril Lavigne,Head Above Water,"Piano,Ballad,Canada,Christian Rock,Gospel,Christian,Pop-Rock,Pop",64
Avril Lavigne,Hello Kitty,"Japanese,Japan,J-Pop,Dance,Rock,Dubstep,Pop-Rock,Canada,Pop",75
Avril Lavigne,Here's To Never Growing Up,"Pop-Punk,Pop-Rock,Rock,Canada,Pop",20
Avril Lavigne,Hot,"New Wave,Pop-Rock,Pop-Punk,Pop,Canada",95
Avril Lavigne,I'm With You,"Pop,Ballad,Canada,Rock",4
Avril Lavigne,Keep Holding On,"Pop,Canada",17
Avril Lavigne,Let Me Go,"Ballad,Pop-Rock,Rock,Canada,Pop",78
Avril Lavigne,Losing Grip,"Rock,Pop,Canada",64
Avril Lavigne,My Happy Ending,"Pop,Canada,Rock",9
Avril Lavigne,Nobody's Home,"Pop,Pop-Rock,Canada,Rock",41
Avril Lavigne,Sk8er Boi,"Pop-Rock,Rock,Memes,Canada,Pop",10
Avril Lavigne,Smile,"Pop-Rock,Canada,Pop,Rock",68
Avril Lavigne,What The Hell,"Pop-Rock,Canada,Pop",11
Avril Lavigne,When You're Gone,"Pop-Rock,Canada,Pop",24
Avril Lavigne,Wish You Were Here,"Pop-Rock,Canada,Pop",65
"Ayo, Teo",Rolex,"Hip-Hop,Memes,Dance,Rap",20
Azul Azul,La Bomba,"Bolivia,En Espa\xc3\xb1ol,Pop",70
B Rich,Whoa Now,Rap,98
B*Witched,Rollercoaster,Pop,91
B.o.B,Airplanes,"Gaming,Soundtrack,Pop,Rap",2
B.o.B,Bet I,Rap,72
B.o.B,Both Of Us,"Pop,Country Rap,Rap",18
B.o.B,Don't Let Me Fall,Rap,67
B.o.B,HeadBand,Rap,53
B.o.B,John Doe,Rap,69
B.o.B,Magic,"Power Pop,Pop-Rock,Pop,Rap",10
B.o.B,Not For Long,"R&;B,Rap",80
B.o.B,Nothin' On You,"Pop,Rap",1
B.o.B,Play The Guitar,Rap,98
B.o.B,So Good,"Pop,Rap",11
B.o.B,Strange Clouds,Rap,7
B2K,Badaboom,"R&;B,Rap",59
B2K,Girlfriend,"Boy Band,Hip-Hop,Pop,R&;B,Rap",30
B2K,Gots Ta Be,"R&;B,Rap",34
B2K,Uh Huh,"Boy Band,Rap,Hip-Hop,R&;B,Pop",37
B2K,Why I Love You,"R&;B,Pop",73
"B2K, P. Diddy","Bump, Bump, Bump","Boy Band,Hip-Hop,Pop,R&;B,Rap",1
BBMak,Back Here,Pop,13
BBMak,Out Of My Heart,Pop,56
BBMak,Still On Your Side,Pop,54
BLACKPINK,Kill This Love,"Trap,Dance,Rap,Girl Group,Pop,Korean,K-Pop (\xec\xbc\x80\xec\x9d\xb4\xed\x8c\x9d)",41
BT,Simply Being Loved,"Electro-Pop,Electronic,Pop",98
BTS,DNA,"Boy Band,Electronic,Electro-Pop,Dance,K-Pop (\xec\xbc\x80\xec\x9d\xb4\xed\x8c\x9d),Korean,Pop",67
BTS,Fake Love,"Boy Band,Korean,K-Pop (\xec\xbc\x80\xec\x9d\xb4\xed\x8c\x9d),Pop",10
Baauer,Harlem Shake,"Dance,Memes,Electronic,Pop",1
Baby,Do That...,Rap,33
Baby Bash,Cyclone,Rap,7
Baby Bash,Suga Suga,"R&;B,Rap",7
Babyface,There She Goes,"Soul Pop,Pop,R&;B",31
Babyface,What If,Pop,80
Backstreet Boys,Don't Go Breaking My Heart,"Power Pop,Synth-Pop,Electro,Electronic,Electro-Pop,Boy Band,Pop",63
Backstreet Boys,Drowning,"Boy Band,Pop",34
Backstreet Boys,I Want It That Way,"Rap,Boy Band,Pop",6
Backstreet Boys,Incomplete,"Boy Band,Pop",13
Backstreet Boys,Inconsolable,"Boy Band,Pop",86
Backstreet Boys,Just Want You To Know,Pop,70
Backstreet Boys,Larger Than Life,"Boy Band,Pop",25
Backstreet Boys,More Than That,"Boy Band,Pop",27
Backstreet Boys,Shape Of My Heart,"Boy Band,Pop",9
Backstreet Boys,Show Me The Meaning Of Being Lonely,"R&;B,Boy Band,Pop",6
Backstreet Boys,The Call,"Boy Band,Pop",52
Backstreet Boys,The One,"Anime,Boy Band,Pop",30
Bad Bunny,MIA,"Latin Urban,Reggaeton,Pop,Puerto Rico,Canada,Trap,R&;B,Rap,Latin Music,Latin Trap,En Espa\xc3\xb1ol",5
"Bad Bunny, Tainy",Callaita,"Pop,Latin Pop,Dancehall,Reggaeton,Latin Music,Latin Urban,Puerto Rico,En Espa\xc3\xb1ol",68
Bad Meets Evil,Fast Lane,"Horrorcore,Rap",32
Bad Meets Evil,Lighters,"Pop,Rap",4
Bad Wolves,Zombie,"Alternative Metal,Groove Metal,Metalcore,Alternative Rock,Ireland,Rock,Cover",54
Baha Men,Who Let The Dogs Out,Rap,40
Band Aid 30,Do They Know It's Christmas?,"Charity,UK,Pop",63
Bandit Gang Marco,Nasty,Rap,41
Barenaked Ladies,Another Postcard,Rock,82
Barenaked Ladies,Pinch Me,"Adult Alternative,Alternative Rock,Pop-Rock,Rock",15
Barenaked Ladies,Too Little Too Late,Rock,86
Bastille,Bad Blood,"Adult Contemporary,Alternative,Brit Pop,UK,Adult Alternative,Alternative Pop,Alternative Rock,Indie Pop,Indie Rock,Rock",95
Bastille,Pompeii,"UK,Pop-Rock,Rock,Adult Contemporary,Adult Alternative,Alternative Rock,Indie Pop,Indie Rock,Pop,Alternative Pop",5
Bazzi,Beautiful,"Remix,Ballad,R&;B,Pop",26
Bazzi,Mine,"Synth-Pop,Electro-Pop,Electronic,Memes,Instrumental Hip-Hop,Pop,R&;B",11
Bazzi,Paradise,Pop,91
Bea Miller,Fire N Gold,Pop,78
"Beanie Sigel, Freeway",Roc The Mic,Rap,55
Beastie Boys,Too Many Rappers,Rap,93
Bebe Rexha,I Got You,"House,Pop",43
Bebe Rexha,I'm A Mess,Pop,35
Bebe Rexha,Last Hurrah,"UK,Pop",98
"Bebe Rexha, Florida Georgia Line",Meant To Be,"Pop Country,Pop",2
Beck,Girl,"Adult Alternative,Pop-Rock,Experimental Folk,Electronic Rock,Alternative Rock,Alternative,Rock",100
Becky G,Can't Stop Dancin',"Pop,R&;B",88
Becky G,Mayores,"Latin Music,Reggaeton,Pop,En Espa\xc3\xb1ol",74
Becky G,Shower,"R&;B,Pop",16
Beenie Man,Dude,"Jamaica,Dancehall,Rap",26
Beenie Man,Feel It Boy,"R&;B,Reggae,Soul Pop,Pop,Dancehall,Rap",28
Beenie Man,Girls Dem Sugar,"Jamaica,Pop,R&;B,Dancehall,Rap",54
Beenie Man,King Of The Dancehall,"Pop,Reggae,Jamaica,Rap,Dancehall",80
Before Dark,Monica,Pop,77
Bella Thorne,TTYLXOX,"Soundtrack,Dance,Dance-Pop,Pop,Rap",97
"Bella Thorne, Zendaya",Watch Me,"Cover,Disney,Soundtrack,Dance,Dance-Pop,Pop",86
Belly,Might Not,"Canada,R&;B,Rap",68
Ben Folds,Bitches Ain't shit,"Cover,Parody,Comedy,Alternative Rock,Rock",71
Ben Folds,Landed,"Alternative Rock,Rock",77
Ben Rector,Brand New,Pop,82
Benzino,Rock The Party,Rap,82
Beth Hart,L.A. Song,Rock,90
Beyonce,6 Inch,"Canada,R&;B,Pop",18
Beyonce,7/11,"Pop,R&;B",13
Beyonce,All Night,"Pop,R&;B",38
Beyonce,At Last,R&;B,67
Beyonce,Baby Boy,"Dancehall,R&;B,Pop",1
Beyonce,Before I Let Go,"Bounce,Cover,Soundtrack,Pop,Soul Pop,Soul,Funk,R&;B",65
Beyonce,Best Thing I Never Had,"Soul,Neo Soul,Soul Pop,R&;B,Pop",16
Beyonce,Check On It,"Hip-Hop,R&;B,Pop",1
Beyonce,Countdown,"R&;B,Pop",71
Beyonce,Crazy In Love,"Funk,Pop,Rap,R&;B",1
Beyonce,Daddy Lessons,"Country,Bluegrass",41
Beyonce,Dance For You,"R&;B,Pop",78
Beyonce,Dangerously In Love,"R&;B,Pop",57
Beyonce,Deja Vu,"Funk,R&;B,Rap,Pop",4
Beyonce,Diva,"Rap,R&;B,Pop",19
Beyonce,Don't Hurt Yourself,"Pop-Rock,Rock,Pop",28
Beyonce,Drunk In Love,"R&;B,Pop",2
Beyonce,Ego,"R&;B,Pop",39
Beyonce,Formation,"R&;B,Pop",10
Beyonce,Forward,"R&;B,Pop",63
Beyonce,Freedom,"West Coast,Rap,R&;B",35
Beyonce,Get Me Bodied,"R&;B,Pop",46
Beyonce,Halo,"Ballad,R&;B,Pop",5
Beyonce,Hold Up,"Pop,R&;B",13
Beyonce,If I Were A Boy,"Folk Rock,Folk,R&;B,Pop",3
Beyonce,Irreplaceable,"Pop,R&;B",1
Beyonce,Listen,"R&;B,Pop",61
Beyonce,Love Drought,"R&;B,Pop",47
Beyonce,Love On Top,"R&;B,Pop",20
Beyonce,"Me, Myself And I","R&;B,Pop",4
Beyonce,Mine,"Canada,R&;B,Pop",82
Beyonce,Naughty Girl,"R&;B,Pop",3
Beyonce,Partition,"R&;B,Pop",23
Beyonce,Party,"R&;B,Pop",50
Beyonce,Pray You Catch Me,"Pop,R&;B",37
Beyonce,Ring The Alarm,"R&;B,Pop",11
Beyonce,Run The World,"Electronic,Dance,R&;B,Pop",29
Beyonce,Sandcastles,"Ballad,R&;B,Pop",43
Beyonce,Single Ladies,"R&;B,Pop",1
Beyonce,Sorry,"R&;B,Pop",11
Beyonce,Sweet Dreams,"R&;B,Pop",10
Beyonce,Upgrade U,"Rap,R&;B,Pop",59
Beyonce,Video Phone,"Crunk,R&;B,Pop",65
Beyonce,XO,"R&;B,Pop",45
"Beyonce, Shakira",Beautiful Liar,"Latin Pop,R&;B,Pop",3
Bhad Bhabie,Gucci Flip Flops,"Hip-Hop,Rap",79
Bhad Bhabie,Hi Bich,Rap,68
Bhad Bhabie,These Heaux,Rap,77
Big Punisher,It's So Hard,Rap,75
Big Sean,All Your Fault,Rap,80
Big Sean,Beware,Rap,38
Big Sean,Blessings,"Canada,Trap,Rap",28
Big Sean,Bounce Back,"Trap,Rap",6
Big Sean,Dance,Rap,10
Big Sean,Guap,Rap,71
Big Sean,Halfway Off The Balcony,Rap,74
Big Sean,High,Rap,98
Big Sean,I Don't fuck With You,"Hyphy,West Coast,Producer,Rap",11
Big Sean,Jump Out The Window,"Trap,Rap",76
Big Sean,Light,Rap,97
Big Sean,Marvin & Chardonnay,Rap,32
Big Sean,Moves,"Trap,Rap",38
Big Sean,My Last,Rap,30
Big Sean,No Favors,Rap,22
Big Sean,One Man Can Change The World,Rap,82
Big Sean,Owe Me,Rap,86
Big Sean,Paradise,"Trap,Rap",99
Big Sean,Play No Games,"R&;B,Rap",84
Big Sean,Sacrifices,"Trap,Rap",70
"Big Sean, Metro Boomin",Go Legend,"Trap,Rap",67
"Big Sean, Metro Boomin",Pull Up N Wreck,"Trap,Rap",80
Big Time Rush,Big Night,"West Coast,Teen Pop,Boy Band,Pop",79
Big Time Rush,Boyfriend,"Boy Band,West Coast,Dance-Pop,Electro-Pop,Teen Pop,Pop",72
Big Time Rush,Halfway There,"Pop,West Coast,Electro-Pop,Dance-Pop,Boy Band",93
Big Time Rush,Windows Down,"Boy Band,Teen Pop,Rock,Dance-Pop,Electronic Rock",97
Big Tymers,Gangsta Girl,Rap,85
Big Tymers,Still Fly,Rap,11
Big Tymers,This Is How We Do,Rap,97
"Big, Rich",8th Of November,Country,94
"Big, Rich",Comin' To Your City,Country,72
"Big, Rich",Holy Water,Country,75
"Big, Rich",Look At You,Country,73
"Big, Rich",Lost In This Moment,Country,36
"Big, Rich",Save A Horse,Country,56
"Big, Rich",That's Why I Pray,Country,82
"Big, Rich",Wild West Show,Country,85
Bilal,Soul Sista,"Rap,Neo Soul,Soul,R&;B",71
Billie Eilish,8,"Alternative,YouTube,Singer-Songwriter,Alternative Pop,Pop",79
Billie Eilish,All The Good Girls Go To Hell,"Alternative Pop,Alternative,Trip-Hop,Soul Pop,Electro-Pop,Electronic,Pop",46
Billie Eilish,Bad Guy,"Hip-Hop,Dark Pop,House,Trap,Memes,Alternative Dance,Alternative,Alternative Pop,Dance-Pop,Dance,Electro-Pop,Electro,Pop",2
Billie Eilish,Bury A Friend,"Trap,Alternative,Dark Pop,Industrial,Alternative Pop,Electronica,Pop",14
Billie Eilish,Come Out And Play,"Ballad,Alternative Pop,Alternative,Indie Pop,Indie,Pop",69
Billie Eilish,I Love You,"Indie Pop,Alternative,Alternative Pop,R&;B,Folk,Indie,Ballad,Acoustic,Pop",53
Billie Eilish,Ilomilo,"Chillhop,Indie Pop,Alternative Pop,Dance-Pop,Pop",62
Billie Eilish,Listen Before I Go,"Soul Pop,Ballad,Bedroom Pop,Alternative,Alternative Pop,Pop",63
Billie Eilish,My Strange Addiction,"Alternative Pop,Alternative,Pop",43
Billie Eilish,Ocean Eyes,"Alternative Dance,Synth-Pop,Ambient,Indie Pop,Alternative Pop,Alternative,Pop",84
Billie Eilish,When The Party's Over,"R&;B,Ambient,Art Pop,Indie Pop,Ballad,Pop",29
Billie Eilish,Wish You Were Gay,"Indie,Indie Pop,Alternative,Alternative Pop,Pop",31
Billie Eilish,Xanny,"Indie,Alternative,Alternative Pop,Art Rock,Glam Rock,Indie Pop,Pop",35
Billie Eilish,You Should See Me In A Crown,"Indie,Hip-Hop,Dark Pop,Alternative Pop,Alternative,Electro-Pop,Trap,Dream-Pop,Indie Pop,Pop",41
Billie Eilish,idontwannabeyouanymore,"Dark Pop,Alternative Pop,Alternative,Pop",96
"Billie Eilish, Khalid",Lovely,"Pop,Soul,Ballad,Alternative",64
Billy Currington,Do I Make You Wanna,Country,47
Billy Currington,Don't,Country,52
Billy Currington,Don't It,Country,44
Billy Currington,Good Directions,"Country,Rock",42
Billy Currington,Hey Girl,"Country,Rock",39
Billy Currington,It Don't Hurt Like It Used To,Country,44
Billy Currington,Let Me Down Easy,"Country,Rock",46
Billy Currington,Love Done Gone,"Country,Rock",58
Billy Currington,Must Be Doin' Somethin' Right,"Country,Rock",39
Billy Currington,People Are Crazy,"Country,Rock",27
Billy Currington,Pretty Good At Drinkin' Beer,"Country,Rock",41
Billy Currington,That's How Country Boys Roll,"Country,Rock",57
Billy Currington,Walk A Little Straighter,"Country,Rock",67
Billy Currington,We Are Tonight,"Country,Rock",60
Billy Currington,"Why, Why, Why","Country,Rock",99
Billy Dean,Let Them Be Little,Pop,68
Billy Gilman,Oklahoma,Pop,63
Billy Gilman,One Voice,Pop,38
Billy Ray Cyrus,You Won't Be Lonely Now,"Country,Rock",80
Bing Crosby,White Christmas,"Pop,Christmas",34
Bird York,In The Deep,Pop,64
Birdman,4 My Town,"Canada,Rap",90
Birdman,Always Strapped,"Trap,Rap",54
Birdman,Fire Flame,Rap,64
Birdman,Money To Blow,Rap,26
Birdman,Pop Bottles,Rap,38
Birdman,Y.U. Mad,Rap,68
"Birdman, Lil Wayne",Stuntin' Like My Daddy,"Trap,Rap",21
Bjork,Earth Intruders,"Experimental,Electronic,Pop",84
Blac Youngsta,Booty,Rap,73
Blaine Larsen,How Do You Get That Lonely,Pop,91
Blake Lewis,You Give Love A Bad Name,Pop,18
Blake Shelton,A Guy With A Girl,Country,42
Blake Shelton,All About Tonight,"Country,Rock",37
Blake Shelton,Austin,"Country,Rock",18
Blake Shelton,Came Here To Forget,Country,36
Blake Shelton,Doin' What She Likes,Country,35
Blake Shelton,Don't Make Me,"Country,Rock",79
Blake Shelton,Drink On It,"Country,Rock",39
Blake Shelton,Every Time I Hear That Song,Country,56
Blake Shelton,Footloose,"Country,Rock",63
Blake Shelton,Go Ahead And Break My Heart,Country,70
Blake Shelton,God Gave Me You,"Country,Rock",22
Blake Shelton,God's Country,Country,18
Blake Shelton,Gonna,"Country,Pop",54
Blake Shelton,Goodbye Time,Country,73
Blake Shelton,Hillbilly Bone,Country,40
Blake Shelton,Home,Country,41
Blake Shelton,Honey Bee,"Country,Rock",13
Blake Shelton,I Lived It,Country,63
Blake Shelton,I'll Just Hold On,"Country,Rock",76
Blake Shelton,I'll Name The Dogs,Country,56
Blake Shelton,Lonely Tonight,Country,47
Blake Shelton,Mine Would Be You,"Country,Rock",28
Blake Shelton,My Eyes,"Country,Rock",39
Blake Shelton,Neon Light,"Non-Music,Country,Rock",43
Blake Shelton,Nobody But Me,"Country,Rock",60
Blake Shelton,Over,"Country,Rock",43
Blake Shelton,Sangria,Country,38
Blake Shelton,She Wouldn't Be Gone,"Country,Rock",43
Blake Shelton,She's Got A Way With Words,Country,61
Blake Shelton,Some Beach,"Country,Rock",28
Blake Shelton,Sure Be Cool If You Did,"Country,Rock",24
Blake Shelton,The Baby,"Country,Rock",28
Blake Shelton,Who Are You When I'm Not Looking,"Country,Rock",46
"Blake Shelton, Dia Frampton",I Won't Back Down,Rock,57
Blanco Brown,The Git Up,"Atlanta,Dance,Rap,Country Rap,Country",29
Blaque,808,Rap,16
Blaque,Bring It All To Me,R&;B,5
Blink,After Midnight,"Pop-Rock,Pop,Punk Rock,Pop-Punk,Rock",88
Blink,All The Small Things,"Power Pop,Punk Rock,Alternative Rock,Pop-Rock,Pop-Punk,Rock",6
Blink,Bored To Death,"Pop-Rock,Pop,Punk Rock,Pop-Punk,Rock",85
Blink,I Miss You,"Emo,Acoustic,Adult Alternative,Alternative Rock,Ballad,Pop-Punk,Rock",42
Blink,The Rock Show,"Alternative Rock,Pop-Punk,Punk Rock,Rock",71
Blink,Up All Night,"Pop-Rock,Pop,Punk Rock,Pop-Punk,Rock",65
Blink,What's My Age Again?,"Pop-Punk,Rock",58
BlocBoy JB,Look Alive,"Hip-Hop,Canada,Trap,Rap",5
Bloodhound Gang,The Bad Touch,"Disco,Alternative Rock,Rock",52
Blu Cantrell,Breathe,R&;B,70
Blu Cantrell,Hit 'Em Up Style,"Pop,R&;B",2
Blue County,Good Little Girls,Country,63
Blue October,Hate Me,"Alternative Rock,Rock",31
Blue October,Into The Ocean,"Alternative Rock,Rock",53
Blueface,Thotiana,"Trap,Hip-Hop,West Coast,East Coast,Remix,Rap",8
Bo Bice,Inside Your Heaven,Pop,2
Bo Bice,The Real Thing,Rock,56
Bobby Brackins,143,Rap,76
Bobby Helms,Jingle Bell Rock,"Pop,Rockabilly,Christmas,Rock",8
Bobby Pinson,Don't Ask Me How I Know,Pop,88
Bobby Shmurda,Bobby Bitch,"R&;B,Hip-Hop,Trap,Rap",92
Bobby Shmurda,Hot Boy,"Deutscher Rap,Deutschland,Rap",6
Bobby V,Beep,"R&;B,Pop",55
Bobby Valentino,Anonymous,"R&;B,Rap",49
Bobby Valentino,Slow Down,R&;B,8
Bobby Valentino,Tell Me,R&;B,51
Bon,Shake Your Bon,"Pop,Dance-Pop",22
Bon Jovi,Have A Nice Day,"Hard Rock,Rock",53
Bon Jovi,It's My Life,Rock,33
Bon Jovi,Livin' On A Prayer,"Hard Rock,Glam Rock,Rock",25
Bon Jovi,Make A Memory,Rock,27
Bon Jovi,Thank You For Loving Me,Rock,57
Bon Jovi,We Weren't Born To Follow,Rock,68
Bon Jovi,Who Says You Can't Go Home,Rock,23
Bone Crusher,Never Scared,Rap,26
Bone Thugs,I Tried,Rap,6
Bonnie McKee,American Girl,Pop,87
Boomkat,The Wreckoning,Pop,88
Bow Wow,Fresh Azimiz,Rap,23
Bow Wow,Let Me Hold You,"R&;B,Rap",4
Bow Wow,Let's Get Down,"Hip-Hop,Rap",14
Bow Wow,Like You,Rap,3
Bow Wow,My Baby,"R&;B,Hip-Hop,Rap",42
Bow Wow,Outta My System,Rap,22
Bow Wow,Shortie Like Mine,"R&;B,Rap",9
Bow Wow,Sweat,Rap,48
Bow Wow,You Can Get It All,Rap,55
"Bow Wow, Omarion",Girlfriend,"R&;B,Rap",33
Bowling For Soup,1985,"Pop-Punk,Rock",23
Bowling For Soup,Almost,"Punk Rock,Pop-Punk,Rock",46
Bowling For Soup,Girl All The Bad Guys Want,"Pop-Punk,Pop,Rock",64
Bowling For Soup,High School Never Ends,Rock,97
Boys Like Girls,Hero/Heroine,"Rock,Alternative Rock,Pop-Punk,Pop-Rock",43
Boys Like Girls,Love Drunk,"Pop,Pop-Punk,Pop-Rock",22
Boys Like Girls,The Great Escape,"Rock,Alternative Rock,Pop-Punk,Pop-Rock",23
Boys Like Girls,Thunder,"Rock,Alternative Rock,Pop-Punk,Pop-Rock",76
Boys Like Girls,Two Is Better Than One,"Pop Country,Pop-Rock,Pop-Punk,Ballad,Country,Pop",18
Boyz II Men,Thank You In Advance,"R&;B,Soul,Soul Pop,Pop",80
Boyz N Da Hood,Dem Boyz,Rap,56
Brad Paisley,Accidental Racist,"Country,Rock",77
Brad Paisley,Alcohol,"Country,Rock",28
Brad Paisley,American Saturday Night,Country,67
Brad Paisley,Anything Like Me,"Country,Rock",48
Brad Paisley,Beat This Summer,"Country,Rock",46
Brad Paisley,Camouflage,"Country,Rock",87
Brad Paisley,Celebrity,"Country,Rock",31
Brad Paisley,Country Nation,"Country,Pop",94
Brad Paisley,Crushin' It,Country,66
Brad Paisley,He Didn't Have To Be,"Country,Rock",30
Brad Paisley,I Wish You'd Stay,"Country,Rock",57
Brad Paisley,I'm Gonna Miss Her,"Country,Rock",29
Brad Paisley,I'm Still A Guy,"Rock,Country",33
Brad Paisley,Letter To Me,Country,40
Brad Paisley,Little Moments,"Country,Rock",35
Brad Paisley,Me Neither,"Country,Rock",85
Brad Paisley,Mud On The Tires,Country,30
Brad Paisley,Old Alabama,"Country,Rock",38
Brad Paisley,Online,"Country,Rock",39
Brad Paisley,Perfect Storm,Country,52
Brad Paisley,River Bank,Country,54
Brad Paisley,She's Everything,"Country,Rock",35
Brad Paisley,Southern Comfort Zone,"Country,Rock",54
Brad Paisley,The World,"Country,Rock",45
Brad Paisley,Then,Country,28
Brad Paisley,This Is Country Music,"Country,Rock",58
Brad Paisley,Ticks,"Country,Rock",40
Brad Paisley,Today,Country,67
Brad Paisley,Two People Fell In Love,"Country,Rock",51
Brad Paisley,Waitin' On A Woman,"Country,Rock",44
Brad Paisley,Water,Country,42
Brad Paisley,We Danced,"Country,Rock",29
Brad Paisley,Welcome To The Future,Country,42
Brad Paisley,When I Get Where I'm Going,Pop,39
Brad Paisley,Whiskey Lullaby,Country,41
Brad Paisley,Who Needs Pictures,"Country,Rock",65
Brad Paisley,Wrapped Around,"Country,Rock",35
Bradley Cooper,Maybe It's Time,"Country,Soundtrack,Pop",93
Brandi Carlile,The Story,"Country,Rock",75
Brandy,Almost Doesn't Count,"Soul,Pop,Soul Pop,R&;B",24
Brandy,Full Moon,R&;B,18
Brandy,Put It Down,"French R&;B,R&;B",65
Brandy,Right Here,R&;B,34
Brandy,Talk About Our Love,"R&;B,Rap",36
Brandy,What About Us?,"R&;B,Pop",7
Brandy,Who Is She 2 U,"Pop,R&;B",85
Brantley Gilbert,17 Again,"Country,Rock",90
Brantley Gilbert,Bottoms Up,Country,20
Brantley Gilbert,Country Must Be Country Wide,"Country,Rock",50
Brantley Gilbert,More Than Miles,"Country,Rock",73
Brantley Gilbert,My Baby's Guns N' Roses,"Country,Rock",87
Brantley Gilbert,One Hell Of An Amen,"Country,Rock",44
Brantley Gilbert,Small Town Throwdown,"Country,Rock",67
Brantley Gilbert,The Weekend,Country,64
Brantley Gilbert,You Don't Know Her Like I Do,"Rock,Country",49
Breaking Benjamin,Breath,"Hard Rock,Post-Grunge,Alternative Metal,Rock",84
Breaking Benjamin,Failure,"Post-Grunge,Hard Rock,Alternative Rock,Rock",80
Breaking Benjamin,Give Me A Sign,"Post-Grunge,Alternative Metal,Rock",97
Breaking Benjamin,I Will Not Bow,"Post-Grunge,Alternative Metal,Alternative Rock,Rock",40
Breaking Benjamin,So Cold,"Hard Rock,Post-Grunge,Alternative Metal,Rock",76
Breaking Benjamin,Sooner Or Later,"Hard Rock,Post-Grunge,Alternative Metal,Rock",99
Breaking Benjamin,The Diary Of Jane,"Nu-Metal,Hard Rock,Post-Grunge,Alternative Rock,Alternative Metal,Rock",50
Breathe Carolina,Blackout,"Pop,House,Electronic Rock,Electronic,Dance-Pop,Synth-Pop",32
Brenda Lee,Rockin' Around The Christmas Tree,"Christmas,Rock",9
Brett Eldredge,Beat Of The Music,Country,44
Brett Eldredge,Don't Ya,"Rock,Country",30
Brett Eldredge,Drunk On Your Love,Country,35
Brett Eldredge,Lose My Mind,Country,48
Brett Eldredge,Love Someone,Country,52
Brett Eldredge,Mean To Me,Country,53
Brett Eldredge,The Long Way,Country,65
Brett Eldredge,Wanna Be That Song,Country,46
Brett Young,Here Tonight,Country,42
Brett Young,In Case You Didn't Know,Country,19
Brett Young,Like I Loved You,Country,46
Brett Young,Mercy,Country,29
Brett Young,Sleep Without You,Country,47
Brian McKnight,Back At One,R&;B,2
Brian McKnight,Love Of My Life,R&;B,51
Brian McKnight,Stay Or Let It Go,Pop,76
Bridgit Mendler,Ready Or Not,Pop,49
Bridgit Mendler,Somebody,"Ballad,Rock,Teen Pop,Disney,Soundtrack,Pop-Rock,Pop",89
"Bridgit Mendler, Adam Hicks, Naomi Scott, Hayley Kiyoko",Breakthrough,"Disney,Soundtrack,Teen Pop,Rock,Pop-Rock,Dance-Pop,Electro-Pop,Pop",88
"Bridgit Mendler, Adam Hicks, Naomi Scott, Hayley Kiyoko",Determinate,"Rock,Disney,Teen Pop,Soundtrack,Pop-Rock,Dance-Pop,Electro-Pop,Pop",51
Britney Spears,3,"Electronic,Dance,Electro-Pop,Pop",1
Britney Spears,Break The Ice,"R&;B,Electro,Pop",43
Britney Spears,Circus,"Electro-Pop,Dance-Pop,Pop",3
Britney Spears,Crazy,"Dance-Pop,Teen Pop,Pop",10
Britney Spears,Criminal,Pop,55
Britney Spears,Do Somethin',"Electronic Rock,Dance-Pop,Pop",100
Britney Spears,Everytime,"Piano,Ballad,Pop",15
Britney Spears,From The Bottom Of My Broken Heart,"Ballad,Teen Pop,Pop",14
Britney Spears,Gimme More,"Dance-Pop,Pop",3
Britney Spears,Hold It Against Me,"Dance-Pop,Pop",1
Britney Spears,I Wanna Go,"Hi-Nrg,Dance-Pop,Pop",7
Britney Spears,I'm A Slave 4 U,"Dance,Electro-Pop,R&;B,Pop",27
Britney Spears,If U Seek Amy,"Electro-Pop,Dance-Pop,Pop",19
Britney Spears,Lucky,"Teen Pop,Dance-Pop,Pop",23
